Node_ID	Description	Host	Colour (Host)
LN610583	Pseudomonas phage vB_PaeM_PAO1_Ab11	Pseudomonas	#71EB7E
LN610580	Pseudomonas phage vB_PaeP_PAO1_1-15pyo	Pseudomonas	#71EB7E
LN610579	Pseudomonas phage vB_PaeM_PAO1_Ab27	Pseudomonas	#71EB7E
LN610578	Pseudomonas phage vB_PaeP_C2-10_Ab22	Pseudomonas	#71EB7E
LN610577	Pseudomonas phage vB_PaeS_PAO1_Ab18	Pseudomonas	#71EB7E
LN610575	Pseudomonas phage vB_PaeM_C2-10_Ab08	Pseudomonas	#71EB7E
LN610574	Pseudomonas phage vB_PaeP_PAO1_Ab05	Pseudomonas	#71EB7E
LN610572	Pseudomonas phage vB_PaeM_C2-10_Ab02	Pseudomonas	#71EB7E
KM092515	Escherichia phage HY02	Escherichia	#9DB81D
AB971354	Escherichia phage Qbeta	Escherichia	#9DB81D
KJ477686	Tequatrovirus T4	Unspecified	#D3D3D3
KJ477685	Tequatrovirus T4	Unspecified	#D3D3D3
KJ477684	Tequatrovirus T4	Unspecified	#D3D3D3
AB910393	Pseudomonas phage KPP25	Pseudomonas	#71EB7E
AB910392	Pseudomonas phage KPP23	Pseudomonas	#71EB7E
AB853331	Staphylococcus phage S25-4	Staphylococcus	#C3B1D8
AB853330	Staphylococcus phage S25-3	Staphylococcus	#C3B1D8
KC595518	Brevibacillus phage Davies	Brevibacillus	#E23525
KC595517	Brevibacillus phage Abouo	Brevibacillus	#E23525
KC595516	Brevibacillus phage Emery	Brevibacillus	#E23525
KC595515	Brevibacillus phage Jimmer1	Brevibacillus	#E23525
KC595514	Brevibacillus phage Jimmer2	Brevibacillus	#E23525
AB731695	Helicobacter phage KHP40	Helicobacter	#B535DD
AB647160	Helicobacter phage KHP30	Helicobacter	#B535DD
KJ133707	Brucella phage V_141	Brucella	#6514B1
KJ133706	Brucella phage V_19	Brucella	#6514B1
KJ133705	Brucella phage Tb_141	Brucella	#6514B1
KJ133704	Brucella phage Tbilisi	Brucella	#6514B1
KJ133703	Brucella phage 1066_141	Brucella	#6514B1
KJ133702	Brucella phage 1066_19	Brucella	#6514B1
KJ133701	Brucella phage 544_141	Brucella	#6514B1
KJ133700	Brucella phage 544_19	Brucella	#6514B1
KJ133699	Brucella phage 281_141	Brucella	#6514B1
KJ133698	Brucella phage 281_19	Brucella	#6514B1
KJ133697	Brucella phage 177_141	Brucella	#6514B1
KJ133696	Brucella phage 177_19	Brucella	#6514B1
KJ133695	Brucella phage 141_141	Brucella	#6514B1
KJ133694	Brucella phage 141_19	Brucella	#6514B1
KJ133693	Brucella phage 110_141	Brucella	#6514B1
KJ133692	Brucella phage 110_19	Brucella	#6514B1
KJ133691	Brucella phage 11sa_141	Brucella	#6514B1
KJ133690	Brucella phage 11sa_19	Brucella	#6514B1
KJ133689	Brucella phage 02_141	Brucella	#6514B1
KJ133688	Brucella phage 02_19	Brucella	#6514B1
HG796220	Burkholderia phage Bp-AMP3	Burkholderia	#42BD01
AP014684	Pseudomonas phage PS-1	Pseudomonas	#71EB7E
KR014248	Escherichia phage vB_EcoM_AYO145A	Escherichia	#9DB81D
KP296796	Paenibacillus phage Sitara	Paenibacillus	#1A5263
KP296795	Paenibacillus phage Shelly	Paenibacillus	#1A5263
KP296794	Bacteriophage Redbud	Unspecified	#D3D3D3
KP296793	Paenibacillus phage Rani	Paenibacillus	#1A5263
KP296792	Bacteriophage Lily	Unspecified	#D3D3D3
KP296791	Paenibacillus phage Diva	Paenibacillus	#1A5263
KM190144	Escherichia phage Av-05	Escherichia	#9DB81D
KJ909655	Escherichia Stx1-converting recombinant phage HUN/2013	Escherichia	#9DB81D
KR091952	Pseudomonas phage phiPsa17	Pseudomonas	#71EB7E
KF831354	Staphylococcus phage phiBU01	Staphylococcus	#C3B1D8
KF356198	Anabaena phage A-4L	Anabaena	#4017B7
AB897757	Klebsiella phage K64-1	Klebsiella	#B2CA1A
KP890823	Proteus phage vB_PmiM_Pm5461	Proteus	#BE0561
KP890822	Proteus phage vB_PmiP_Pm5460	Proteus	#BE0561
KM589516	Parabacteroides phage YZ-2015b	Parabacteroides	#94E642
KM589515	Parabacteroides phage YZ-2015a	Parabacteroides	#94E642
KM589514	Microviridae Fen7940_21	Unspecified	#D3D3D3
KM589513	Microviridae Fen7918_21	Unspecified	#D3D3D3
KM589512	Microviridae Fen7895_21	Unspecified	#D3D3D3
KM589511	Gokushovirinae Fen7875_21	Unspecified	#D3D3D3
KM589510	Microviridae Fen7786_21	Unspecified	#D3D3D3
KM589509	Microviridae Fen685_11	Unspecified	#D3D3D3
KM589508	Gokushovirinae Fen672_31	Unspecified	#D3D3D3
KM589507	Microviridae Fen51_42	Unspecified	#D3D3D3
KM589506	Microviridae Fen4707_41	Unspecified	#D3D3D3
KM589505	Microviridae Fen418_41	Unspecified	#D3D3D3
KM589504	Microviridae Fen2266_11	Unspecified	#D3D3D3
KM589503	Microviridae Bog9017_22	Unspecified	#D3D3D3
KM589502	Gokushovirinae Bog8989_22	Unspecified	#D3D3D3
KM589501	Gokushovirinae Bog5712_52	Unspecified	#D3D3D3
KM589500	Microviridae Bog5275_51	Unspecified	#D3D3D3
KM589499	Microviridae Bog1249_12	Unspecified	#D3D3D3
KM589498	Gokushovirinae Bog1183_53	Unspecified	#D3D3D3
KP797973	Salmonella phage Det7	Salmonella	#9348B1
KR149291	Klebsiella phage K5	Klebsiella	#B2CA1A
KR073661	Escherichia phage pro483	Escherichia	#9DB81D
KR073660	Escherichia phage pro147	Escherichia	#9DB81D
KR153873	Delftia phage IME-DE1	Delftia	#C658A9
KP972569	Vibrio phage pre-CTX	Vibrio	#090662
KP972568	Vibrio phage pre-CTX	Vibrio	#090662
KM677185	Lactococcus phage WRP3	Lactococcus	#6E0708
KC311669	Acinetobacter phage AB3	Acinetobacter	#B3DDB9
KP869113	Escherichia coli O157 typing phage 15	Escherichia	#9DB81D
KP869112	Escherichia coli O157 typing phage 14	Escherichia	#9DB81D
KP869111	Escherichia coli O157 typing phage 13	Escherichia	#9DB81D
KP869110	Escherichia coli O157 typing phage 12	Escherichia	#9DB81D
KP869109	Escherichia coli O157 typing phage 11	Escherichia	#9DB81D
KP869108	Escherichia coli O157 typing phage 10	Escherichia	#9DB81D
KP869107	Escherichia coli O157 typing phage 9	Escherichia	#9DB81D
KP869106	Escherichia coli O157 typing phage 8	Escherichia	#9DB81D
KP869105	Escherichia coli O157 typing phage 7	Escherichia	#9DB81D
KP869104	Escherichia coli O157 typing phage 6	Escherichia	#9DB81D
KP869103	Escherichia coli O157 typing phage 5	Escherichia	#9DB81D
KP869102	Escherichia coli O157 typing phage 4	Escherichia	#9DB81D
KP869101	Escherichia coli O157 typing phage 3	Escherichia	#9DB81D
KP869100	Escherichia typing phage 1	Escherichia	#9DB81D
KJ410740	Synechococcus phage S-EIVl	Synechococcus	#B636D9
KF977490	Rhizobium phage vB_RglS_P106B	Rhizobium	#0C13C4
KR131711	Fusobacterium phage Funu2	Fusobacterium	#F28A45
KR131710	Fusobacterium phage Funu1	Fusobacterium	#F28A45
KJ578792	Propionibacterium phage PHL308M00	Propionibacterium	#F50B8F
KJ578791	Propionibacterium phage PHL301M00	Propionibacterium	#F50B8F
KJ578790	Propionibacterium phage PHL199M00	Propionibacterium	#F50B8F
KJ578789	Propionibacterium phage PHL194M00	Propionibacterium	#F50B8F
KJ578788	Propionibacterium phage PHL179M00	Propionibacterium	#F50B8F
KJ578787	Propionibacterium phage PHL171M01	Propionibacterium	#F50B8F
KJ578786	Propionibacterium phage PHL163M00	Propionibacterium	#F50B8F
KJ578785	Propionibacterium phage PHL152M00	Propionibacterium	#F50B8F
KJ578784	Propionibacterium phage PHL151N00	Propionibacterium	#F50B8F
KJ578783	Propionibacterium phage PHL151M00	Propionibacterium	#F50B8F
KJ578782	Propionibacterium phage PHL150M00	Propionibacterium	#F50B8F
KJ578781	Propionibacterium phage PHL141N00	Propionibacterium	#F50B8F
KJ578780	Propionibacterium phage PHL132N00	Propionibacterium	#F50B8F
KJ578779	Propionibacterium phage PHL117M01	Propionibacterium	#F50B8F
KJ578778	Propionibacterium phage PHL117M00	Propionibacterium	#F50B8F
KJ578777	Propionibacterium phage PHL116M10	Propionibacterium	#F50B8F
KJ578776	Propionibacterium phage PHL116M00	Propionibacterium	#F50B8F
KJ578775	Propionibacterium phage PHL114N00	Propionibacterium	#F50B8F
KJ578774	Propionibacterium phage PHL095N00	Propionibacterium	#F50B8F
KJ578773	Propionibacterium phage PHL092M00	Propionibacterium	#F50B8F
KJ578772	Propionibacterium phage PHL085N00	Propionibacterium	#F50B8F
KJ578771	Propionibacterium phage PHL082M04	Propionibacterium	#F50B8F
KJ578770	Propionibacterium phage PHL082M03	Propionibacterium	#F50B8F
KJ578769	Propionibacterium phage PHL082M02	Propionibacterium	#F50B8F
KJ578768	Propionibacterium phage PHL082M00	Propionibacterium	#F50B8F
KJ578767	Propionibacterium phage PHL070N00	Propionibacterium	#F50B8F
KJ578766	Propionibacterium phage PHL067M09	Propionibacterium	#F50B8F
KJ578765	Propionibacterium phage PHL067M01	Propionibacterium	#F50B8F
KJ578764	Propionibacterium phage PHL064M02	Propionibacterium	#F50B8F
KJ578763	Propionibacterium phage PHL064M01	Propionibacterium	#F50B8F
KJ578762	Propionibacterium phage PHL055N00	Propionibacterium	#F50B8F
KJ578761	Propionibacterium phage PHL041M10	Propionibacterium	#F50B8F
KJ578760	Propionibacterium phage PHL030N00	Propionibacterium	#F50B8F
KJ578759	Propionibacterium phage PHL025M00	Propionibacterium	#F50B8F
KJ578758	Propionibacterium phage PHL009M11	Propionibacterium	#F50B8F
KP687432	Staphylococcus phage IME-SA2	Staphylococcus	#C3B1D8
KP687431	Staphylococcus phage IME-SA1	Staphylococcus	#C3B1D8
KP399678	Listeria phage vB_LmoS_293	Listeria	#7CFB5A
KP399677	Listeria phage vB_LmoS_188	Listeria	#7CFB5A
HF937074	Staphylococcus phage PSa3	Staphylococcus	#C3B1D8
KP313531	Citrobacter phage phiCFP-1	Citrobacter	#E15100
KP791807	Enterobacter phage E-4	Enterobacter	#FC1008
KP791806	Enterobacter phage E-3	Enterobacter	#FC1008
KP791805	Enterobacter phage E-2	Enterobacter	#FC1008
KP027447	Staphylococcus phage phiIPLA-C1C	Staphylococcus	#C3B1D8
KP027446	Staphylococcus phage phiIPLA-RODI	Staphylococcus	#C3B1D8
KP308307	Escherichia phage 172-1	Escherichia	#9DB81D
KF835987	Pectobacterium bacteriophage PM2	Pectobacterium	#6FB503
KP735928	Staphylococcus phage IME-SA4	Staphylococcus	#C3B1D8
KP861231	Acinetobacter phage YMC11/12/R1215	Acinetobacter	#B3DDB9
KP861229	Acinetobacter phage YMC11/12/R2315	Acinetobacter	#B3DDB9
KM262191	Leuconostoc phage Ln-8	Leuconostoc	#51C9FB
KM262192	Leuconostoc phage Ln-9	Leuconostoc	#51C9FB
HG796219	Burkholderia phage Bp-AMP2	Burkholderia	#42BD01
HE858210	Pseudotevenvirus RB43	Unspecified	#D3D3D3
FR775895	Escherichia phage phi92	Escherichia	#9DB81D
KP209285	Staphylococcus phage phiNM4-gamma4	Staphylococcus	#C3B1D8
CP004084	Escherichia phage phiX174	Escherichia	#9DB81D
KP708986	Klebsiella phage vB_KpnP_SU552A	Klebsiella	#B2CA1A
KP708985	Klebsiella phage vB_KpnP_SU503	Klebsiella	#B2CA1A
JX403940	Acinetobacter phage YMC/09/02/B1251	Acinetobacter	#B3DDB9
KP703175	ANMV-1 virus	Unspecified	#D3D3D3
KP010268	Shigella phage SfMu	Shigella	#6ACD74
KM236248	Bacillus phage Pookie	Bacillus	#512970
KM236247	Bacillus phage Pascal	Bacillus	#512970
KJ617393	Streptococcus phage SOCP	Streptococcus	#210ABF
KP087951	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087937	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087938	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087939	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087940	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087941	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087942	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087943	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087944	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087945	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087946	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087947	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087948	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087949	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087950	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087952	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087953	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087954	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087955	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087956	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP087957	Eel River basin pequenovirus	Unspecified	#D3D3D3
KP658157	Klebsiella phage 1513	Klebsiella	#B2CA1A
LN681542	Clostridium phage phiMMP03	Clostridium	#B53E9C
LN681541	Clostridium phage phiMMP01	Clostridium	#B53E9C
LN681540	Clostridium phage phiCD506	Clostridium	#B53E9C
LN681539	Clostridium phage phiCD505	Clostridium	#B53E9C
LN681538	Clostridium phage phiCD481-1	Clostridium	#B53E9C
LN681536	Clostridium phage phiCD146	Clostridium	#B53E9C
LN681535	Clostridium phage phiCD111	Clostridium	#B53E9C
LN681534	Clostridium phage phiCD24-1	Clostridium	#B53E9C
HF543949	Pseudomonas phage vB_PaeP_p2-10_Or1	Pseudomonas	#71EB7E
KP063118	Proteus phage pPM_01	Proteus	#BE0561
KJ010548	Bacillus phage Bp8p-T	Bacillus	#512970
KJ010547	Bacillus phage Bp8p-C	Bacillus	#512970
AP014715	Edwardsiella phage PEi26	Edwardsiella	#CBFB30
AP014714	Edwardsiella phage PEi20	Edwardsiella	#CBFB30
KM058087	Cronobacter phage vB_CsaP_Ss1	Cronobacter	#C66762
HE978309	Enterobacteria phage GEC-3S	Enterobacteria	#910522
KM370384	Lelliottia phage phD2B	Lelliottia	#721416
KP280063	Vibrio phage phi 3	Vibrio	#090662
KP280062	Vibrio phage phi 1	Vibrio	#090662
KP202158	Yersinia phage vB_YenM_TG1	Yersinia	#0385AB
KM607004	Enterobacteria phage RB68	Enterobacteria	#910522
KM607003	Enterobacteria phage RB59	Enterobacteria	#910522
KM607002	Enterobacteria phage RB55	Enterobacteria	#910522
KM607001	Enterobacteria phage RB33	Enterobacteria	#910522
KM607000	Enterobacteria phage RB27	Enterobacteria	#910522
KM606999	Enterobacteria phage RB10	Enterobacteria	#910522
KM606998	Enterobacteria phage RB9	Enterobacteria	#910522
KM606997	Enterobacteria phage RB7	Enterobacteria	#910522
KM606996	Enterobacteria phage RB6	Enterobacteria	#910522
KM606995	Enterobacteria phage RB5	Enterobacteria	#910522
KM606994	Escherichia phage RB3	Escherichia	#9DB81D
JQ067085	Pseudomonas phage PaMx73	Pseudomonas	#71EB7E
KM236246	Bacillus phage Moonbeam	Bacillus	#512970
KM236245	Bacillus phage Mater	Bacillus	#512970
AB937974	Ralstonia phage RS603	Ralstonia	#041D1D
KM272358	Salmonella phage LSPA1	Salmonella	#9348B1
KM236237	Citrobacter phage Miller	Citrobacter	#E15100
KM000061	Pseudoalteromonas phage B8b	Pseudoalteromonas	#60BBC4
KJ944830	Pseudoalteromonas phage B8b	Pseudoalteromonas	#60BBC4
KM458633	Chivirus chi	Unspecified	#D3D3D3
JX415536	Escherichia phage ECBP2	Escherichia	#9DB81D
JX415535	Escherichia phage ECBP1	Escherichia	#9DB81D
AB967974	Aurantimonas phage AmM-1	Aurantimonas	#B9C9D0
KP202969	Achromobacter phage JWX	Achromobacter	#190F75
FO818745	Escherichia phage RCS47	Escherichia	#9DB81D
KP208803	Streptococcus phage Str-PAP-1	Streptococcus	#210ABF
KP202971	Achromobacter phage JWF	Achromobacter	#190F75
KP202970	Achromobacter phage 83-24	Achromobacter	#190F75
KP233880	Pseudomonas phage PhiCHU	Pseudomonas	#71EB7E
KF806588	Erwinia phage Ea9-2	Erwinia	#61DC12
KJ803031	Dinoroseobacter phage vBDshPR2C	Dinoroseobacter	#5C6189
KM044272	Escherichia phage vB_EcoP_SU10	Escherichia	#9DB81D
KJ135004	Escherichia phage Bp4	Escherichia	#9DB81D
KM233689	Pseudomonas phage H70	Pseudomonas	#71EB7E
KJ722067	Propionibacterium phage Pacnes 2012-15	Propionibacterium	#F50B8F
JN371769	Synechococcus phage metaG-MbCM1	Synechococcus	#B636D9
KM983334	Clostridium phage phiCTC2B	Clostridium	#B53E9C
KM983333	Clostridium phage phiCTC2A	Clostridium	#B53E9C
KM983332	Clostridium phage phiCT19406C	Clostridium	#B53E9C
KM983331	Clostridium phage phiCT19406B	Clostridium	#B53E9C
KM983330	Clostridium phage phiCT19406A	Clostridium	#B53E9C
KM983329	Clostridium phage phiCT9441A	Clostridium	#B53E9C
KM983328	Clostridium phage phiCT453B	Clostridium	#B53E9C
KM983327	Clostridium phage phiCT453A	Clostridium	#B53E9C
KM612265	Vibrio phage J3	Vibrio	#090662
KM612264	Vibrio phage J2	Vibrio	#090662
KM612263	Vibrio phage H3	Vibrio	#090662
KM612261	Vibrio phage H1	Vibrio	#090662
KM612260	Vibrio phage CJY	Vibrio	#090662
KM612259	Vibrio phage QH	Vibrio	#090662
KJ545483	Vibrio phage phi 2	Vibrio	#090662
KJ572845	Vibrio phage X29	Vibrio	#090662
KJ572844	Vibrio phage 24	Vibrio	#090662
HG796221	Burkholderia phage Bp-AMP4	Burkholderia	#42BD01
KM514685	Lactobacillus phage Ldl1	Lactobacillus	#AD6FEE
KP063541	Escherichia phage P88	Escherichia	#9DB81D
DQ386162	Streptococcus phage M102AD	Streptococcus	#210ABF
AY657002	Streptococcus phage phi1207.3	Streptococcus	#210ABF
KP007362	Escherichia phage vB_EcoM_VR26	Escherichia	#9DB81D
KP007361	Escherichia phage vB_EcoM_VR25	Escherichia	#9DB81D
KP007360	Escherichia phage vB_EcoM_VR20	Escherichia	#9DB81D
KP007359	Escherichia phage vb_EcoM-VR5	Escherichia	#9DB81D
JQ267518	Enterobacter phage phiKDA1	Enterobacter	#FC1008
HG793132	Burkholderia phage Bp-AMP1	Burkholderia	#42BD01
KJ668714	Escherichia phage vB_EcoM_112	Escherichia	#9DB81D
KJ725374	Mycobacterium phage Guo1	Mycobacterium	#D4440F
KF925357	Escherichia phage HY01	Escherichia	#9DB81D
KM974184	Pseudomonas phage YH6	Pseudomonas	#71EB7E
KF929199	Staphylococcus phage vB_SepS_SEP9	Staphylococcus	#C3B1D8
KF620435	Shigella phage pSb-1	Shigella	#6ACD74
KF547926	Los Azufres archaeal virus 1	Unspecified	#D3D3D3
KM253764	Yersinia phage vB_YenP_AP5	Yersinia	#0385AB
KJ094032	Enterococcus phage VD13	Enterococcus	#AD269D
KJ094031	Listeria phage LP-124	Listeria	#7CFB5A
KP037007	Erwinia phage phiEa2809	Erwinia	#61DC12
KP025626	Pseudomonas phage Pf-10	Pseudomonas	#71EB7E
KM882824	Streptococcus phage SpSL1	Streptococcus	#210ABF
KJ832078	Enterobacteria phage Sf101	Enterobacteria	#910522
KJ010489	Enterococcus phage IME-EFm1	Enterococcus	#AD269D
KJ528544	Lactococcus phage WP-2	Lactococcus	#6E0708
HM640230	Clostridium phage CpV1	Clostridium	#B53E9C
KM672662	Acinetobacter phage YMC13/03/R2096	Acinetobacter	#B3DDB9
KJ743987	Sinorhizobium phage phiLM21	Sinorhizobium	#A81C59
KM657822	Escherichia phage vB_EcoM-VpaE1	Escherichia	#9DB81D
KJ716335	Dickeya phage RC-2014	Dickeya	#3D9CBF
KJ159566	Geobacillus phage GBK2	Geobacillus	#BBEDC4
KF623293	Vibrio phage SHOU24	Vibrio	#090662
KF591601	Enterobacteria phage IME_EC2	Enterobacteria	#910522
KF550303	Escherichia phage 4MG	Escherichia	#9DB81D
KF598856	Staphylococcus phage YMC/09/04/R1988	Staphylococcus	#C3B1D8
JX901189	Mycobacterium phage FF47	Mycobacterium	#D4440F
FR719956	Roseovarius Plymouth podovirus 1	Unspecified	#D3D3D3
FR682616	Roseovarius sp. 217 phage 1	Roseovarius	#84058E
KM389464	Pseudomonas phage JBDs5	Pseudomonas	#71EB7E
KM389463	Pseudomonas phage JBD94b	Pseudomonas	#71EB7E
KM389462	Pseudomonas phage JBD23	Pseudomonas	#71EB7E
KM389461	Pseudomonas phage F_TK432sp/Pa1651	Pseudomonas	#71EB7E
KM389460	Pseudomonas phage F_MX560sp/Pa1651	Pseudomonas	#71EB7E
KM389459	Pseudomonas phage F_ET309sp/Pa1651	Pseudomonas	#71EB7E
KM389435	Escherichia phage Phi05_1999 B	Escherichia	#9DB81D
KM389434	Escherichia phage Phi05_1999 B	Escherichia	#9DB81D
KM389417	Staphylococcus phage Phi06_3106 B	Staphylococcus	#C3B1D8
KM389416	Staphylococcus phage Phi06_3106 B	Staphylococcus	#C3B1D8
KM389402	Pseudomonas phage F_HA1961sp/Pa1641	Pseudomonas	#71EB7E
KM389401	Pseudomonas phage F_HA1961sp/Pa1641	Pseudomonas	#71EB7E
KM389392	Escherichia phage CEV1	Escherichia	#9DB81D
KM389391	Escherichia phage CEV1	Escherichia	#9DB81D
KM389390	Escherichia phage CEV1	Escherichia	#9DB81D
KM389389	Escherichia phage CEV1	Escherichia	#9DB81D
KM389388	Escherichia phage CEV1	Escherichia	#9DB81D
KM389387	Escherichia phage CEV1	Escherichia	#9DB81D
KM389386	Escherichia phage CEV1	Escherichia	#9DB81D
KM389374	Pseudomonas phage PEV31	Pseudomonas	#71EB7E
KM389373	Pseudomonas phage PEV31	Pseudomonas	#71EB7E
KM389360	Escherichia phage Phi05_1387 B	Escherichia	#9DB81D
KM389348	Staphylococcus phage Phi06_3244 B	Staphylococcus	#C3B1D8
KM389337	Pseudomonas phage JBD58a	Pseudomonas	#71EB7E
KM389336	Pseudomonas phage JBD58a	Pseudomonas	#71EB7E
KM389326	Pseudomonas phage F_KK2074sp/Pa1651	Pseudomonas	#71EB7E
KM389325	Pseudomonas phage F_ET2439sp/ET602	Pseudomonas	#71EB7E
KM389324	Pseudomonas phage F_ET2439sp/ET602	Pseudomonas	#71EB7E
KM389306	Escherichia phage Phi06_2974 B	Escherichia	#9DB81D
KM389305	Escherichia phage CBA6	Escherichia	#9DB81D
KM389304	Escherichia phage CBA6	Escherichia	#9DB81D
KM389302	Escherichia phage CBA6	Escherichia	#9DB81D
KM389300	Escherichia phage CBA6	Escherichia	#9DB81D
KM389298	Escherichia phage CBA6	Escherichia	#9DB81D
KM389296	Escherichia phage CBA6	Escherichia	#9DB81D
KM389288	Escherichia phage Phi06_2987 S	Escherichia	#9DB81D
KM389287	Escherichia phage Phi06_2987 S	Escherichia	#9DB81D
KM389280	Staphylococcus phage Phi06_2986 B	Staphylococcus	#C3B1D8
KM389278	Pseudomonas phage Phi05_1400 B	Pseudomonas	#71EB7E
KM389252	Escherichia phage Phi05_2388 B	Escherichia	#9DB81D
KM389247	Pseudomonas phage JBD90	Pseudomonas	#71EB7E
KM389242	Pseudomonas phage F_TK1932sp/Pa1651	Pseudomonas	#71EB7E
KM389238	Pseudomonas phage F_HA1208sp/Pa1651	Pseudomonas	#71EB7E
KM389237	Pseudomonas phage F_HA1208sp/Pa1651	Pseudomonas	#71EB7E
KM389234	Pseudomonas phage F_TK1727sp/MX560	Pseudomonas	#71EB7E
KM389233	Pseudomonas phage F_TK1727sp/MX560	Pseudomonas	#71EB7E
KM389229	Pseudomonas phage F_TK1718sp/PAK	Pseudomonas	#71EB7E
KM389226	Pseudomonas phage F_MX1987sp/MX560	Pseudomonas	#71EB7E
KM389225	Pseudomonas phage F_MX1987sp/MX560	Pseudomonas	#71EB7E
KM389222	Staphylococcus phage Phi05_2289 M, S, UV	Staphylococcus	#C3B1D8
KM389220	Pseudomonas phage PEV32	Pseudomonas	#71EB7E
KM389219	Pseudomonas phage PEV32	Pseudomonas	#71EB7E
KM389216	Pseudomonas phage F_ET605sp/Pa1651	Pseudomonas	#71EB7E
KM389215	Staphylococcus phage Phi05_1554 UV	Staphylococcus	#C3B1D8
KM389214	Staphylococcus phage Phi05_1554 UV	Staphylococcus	#C3B1D8
KM389212	Pseudomonas phage JBD88b	Pseudomonas	#71EB7E
KM389210	Pseudomonas phage DO4	Pseudomonas	#71EB7E
AB931172	Ralstonia phage RS611	Ralstonia	#041D1D
KF692088	Arthrobacter phage vB_ArS-ArV2	Arthrobacter	#025C10
KM289195	Streptococcus phage T12	Streptococcus	#210ABF
KJ018214	Shewanella sp. phage 3/49	Shewanella	#76BA19
KJ018213	Shewanella sp. phage 1/44	Shewanella	#76BA19
KJ018212	Shewanella sp. phage 1/41	Shewanella	#76BA19
KJ018211	Shewanella sp. phage 1/40	Shewanella	#76BA19
KJ018210	Flavobacterium sp. phage 1/32	Flavobacterium	#A2905C
KJ018209	Shewanella sp. phage 1/4	Shewanella	#76BA19
KJ997912	Enterobacteria phage MED1	Enterobacteria	#910522
KJ888149	Staphylococcus phage MCE-2014	Staphylococcus	#C3B1D8
KF971864	Escherichia phage phi191	Escherichia	#9DB81D
CP008753	Burkholderia phage BEK	Burkholderia	#42BD01
KM507819	Escherichia phage 121Q	Escherichia	#9DB81D
KM581061	Ruegeria phage DSS3-P1	Ruegeria	#7827FF
